PVProduktion
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.48
8.47
12.2
16.82
21.12
25.9
31.57
36.7
46.74
57.54
66.13
66.71
67.32
73.64
80.22
87.61
109.81
125.4
134.49
147.46
154.43
161.24
170.6
196.26
207.02
217.36
206.25
196.33
184.59
207.49
197.0
218.0
273.23
267.99
268.33
279.94
294.87
307.66
314.62
305.64
221.98
204.68
209.63
195.65
192.21
209.69
263.77
268.78
302.59
312.56
298.14
309.67
294.98
315.5
362.57
364.47
343.06
334.76
331.49
328.46
344.72
339.69
311.32
277.23
259.3
268.15
254.53
248.85
233.01
224.32
206.41
199.92
206.17
213.89
209.07
209.04
199.37
194.09
177.75
169.54
157.81
147.26
136.64
116.14
82.6
63.83
54.72
48.58
44.63
40.95
38.07
34.9
31.21
27.84
23.91
19.87
15.7
11.58
7.69
4.32
1.05
0.02
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
